age,income,daily_gaming_hours,weekly_sessions,years_gaming,sleep_hours,caffeine_intake,exercise_hours,stress_level,anxiety_score,depression_score,social_interaction_score,relationship_satisfaction,academic_performance,work_productivity,addiction_level,multiplayer_ratio,toxic_exposure,violent_games_ratio,mobile_gaming_ratio,night_gaming_ratio,weekend_gaming_hours,friends_gaming_count,online_friends,streaming_hours,esports_interest,headset_usage,microtransactions_spending,parental_supervision,loneliness_score,aggression_score,happiness_score,bmi,screen_time_total,eye_strain_score,back_pain_score,competitive_rank,internet_quality,gaming_intensity_index,online_social_ratio,gaming_screen_share,mental_burden_index,gender_Female,gender_Male,gender_Other
47.0,26807.0,2.77,2.0,3.0,9.55,3.18,2.55,1.0,4.73,4.05,5.2,10.0,46.49,74.15,1.61,0.28,0.29,0.13,0.2,0.6,6.21,5.0,405.0,0.62,8.0,0.0,141.76,0.0,7.41,5.15,8.11,16.42,5.79,4.45,1.58,0.0,2.0,2.8657142857142857,67.5,0.4784109709134765,3.2600000000000002,1,0,0
48.0,35646.0,3.83,11.0,15.0,11.04,2.8,0.83,4.0,6.84,2.8,7.46,9.44,56.62,65.73,2.05,0.71,0.47,0.08,0.28,0.26,2.36,37.0,113.0,0.96,1.0,1.0,548.35,8.0,2.21,4.25,5.36,32.04,10.54,6.5,6.54,64.0,1.0,3.0728571428571425,2.973684210526316,0.36337757463210874,4.546666666666667,0,1,0
50.0,70601.0,1.94,36.0,18.0,6.88,0.66,2.38,2.0,6.75,4.85,4.57,7.91,48.01,71.93,1.18,0.1,0.35,0.24,0.32,0.34,3.55,48.0,277.0,0.13,9.0,0.0,122.04,5.0,4.88,3.94,10.0,26.38,2.25,7.26,7.09,80.0,2.0,1.8928571428571428,5.653061224489796,0.8622218390125159,4.533333333333333,0,1,0
40.0,124914.0,4.49,3.0,1.0,9.51,0.49,0.52,9.0,5.74,4.23,5.04,6.33,58.72,56.78,3.61,0.22,0.24,0.42,0.5,0.37,1.44,24.0,316.0,1.81,7.0,1.0,1239.71,3.0,3.4,3.4,10.0,30.23,10.75,6.66,3.43,33.0,3.0,3.4128571428571433,12.64,0.4176743797512205,6.323333333333333,0,1,0
25.0,86399.0,4.63,30.0,2.0,5.86,1.57,1.48,9.0,4.98,5.69,6.56,7.9,80.72,56.24,1.68,0.73,0.13,0.25,0.81,0.43,5.01,14.0,95.0,2.46,10.0,0.0,930.0,7.0,0.51,4.32,4.37,26.72,5.17,8.53,6.02,36.0,3.0,4.022857142857142,6.333333333333333,0.8955510840326723,6.5566666666666675,0,1,0
24.0,104481.0,4.26,23.0,0.0,5.88,0.47,3.55,6.0,3.65,10.0,5.28,5.1,46.13,82.7,1.92,0.36,0.3,0.11,0.23,0.62,8.2,32.0,210.0,0.69,4.0,0.0,10.15,7.0,4.68,4.77,4.65,29.21,5.1,4.05,3.03,98.0,6.0,4.2142857142857135,6.363636363636363,0.8352939538639306,6.55,1,0,0
34.0,33070.0,3.54,7.0,9.0,9.56,1.03,2.15,2.0,3.83,7.59,5.59,7.25,59.24,80.35,2.48,0.11,0.29,0.65,0.78,0.57,5.39,9.0,231.0,3.5,6.0,1.0,79.09,8.0,3.42,8.46,6.44,25.94,5.12,5.39,2.32,10.0,5.0,3.2985714285714285,23.1,0.6914061149597431,4.473333333333334,1,0,0
56.0,64696.0,0.53,16.0,10.0,7.76,0.34,1.59,4.0,6.32,7.35,5.9,2.37,74.67,44.36,0.0,0.92,0.18,0.37,0.27,0.67,2.19,37.0,430.0,2.59,1.0,0.0,614.21,10.0,3.27,5.16,4.17,30.53,4.94,7.81,3.06,4.0,7.0,0.6914285714285714,11.31578947368421,0.10728742767460978,5.890000000000001,0,1,0
14.0,27754.0,4.62,29.0,7.0,7.25,0.7,1.57,3.0,6.68,1.39,5.89,5.82,47.85,88.46,2.0,0.17,0.13,0.48,0.27,0.18,11.26,31.0,426.0,2.55,2.0,0.0,769.3,0.0,5.41,10.0,2.93,23.67,12.51,6.2,4.18,29.0,6.0,4.908571428571428,13.3125,0.36930452683417053,3.69,0,1,0
41.0,131981.0,7.29,35.0,4.0,3.89,0.14,0.82,6.0,4.06,8.21,5.43,6.08,73.96,58.73,4.02,0.25,0.19,0.06,0.55,0.59,19.79,46.0,237.0,4.39,0.0,1.0,873.04,4.0,7.65,3.46,4.93,21.19,15.16,3.99,6.19,46.0,7.0,8.034285714285714,5.042553191489362,0.4808706806813535,6.09,0,1,0
25.0,23369.0,1.35,37.0,7.0,5.45,0.98,0.33,4.0,3.24,7.59,6.56,8.34,36.16,79.66,1.95,0.48,0.5,0.48,0.63,0.59,8.08,13.0,483.0,0.8,2.0,0.0,55.48,0.0,6.31,3.98,8.06,22.24,3.28,2.1,5.95,0.0,4.0,2.1185714285714288,34.5,0.4115852403703536,4.943333333333333,1,0,0
47.0,8422.0,5.22,29.0,16.0,7.16,1.51,0.35,3.0,2.22,0.65,4.16,5.33,54.81,76.84,1.15,0.22,0.44,0.3,0.53,0.56,6.45,45.0,426.0,2.61,10.0,0.0,649.46,9.0,4.81,3.83,3.66,18.93,8.3,3.22,6.39,38.0,1.0,4.6499999999999995,9.26086956521739,0.6289155868776402,1.9566666666666668,1,0,0
25.0,42277.0,4.21,15.0,9.0,9.29,7.52,0.56,3.0,2.93,3.97,6.13,8.64,82.11,49.53,2.08,0.3,0.14,0.7,0.68,0.65,0.45,25.0,20.0,1.59,6.0,0.0,223.82,3.0,5.57,8.67,10.0,25.9,7.03,5.6,4.04,90.0,6.0,3.0714285714285716,0.7692307692307693,0.598861934728032,3.3000000000000003,0,1,0
46.0,66727.0,2.02,34.0,10.0,9.0,1.28,0.18,1.0,4.69,5.9,6.93,10.0,87.51,59.02,3.12,0.3,0.12,0.62,0.62,0.36,11.95,9.0,121.0,2.81,9.0,1.0,118.79,3.0,3.38,5.42,9.34,20.56,6.08,3.66,6.94,47.0,10.0,3.1499999999999995,12.1,0.3322367874610547,3.8633333333333333,1,0,0
31.0,41582.0,1.6,9.0,17.0,6.64,0.2,3.31,5.0,4.06,3.86,8.23,5.59,61.04,62.53,0.0,0.65,0.24,0.21,0.8,0.81,10.47,7.0,24.0,2.46,10.0,1.0,121.65,2.0,2.86,8.11,4.35,17.04,17.01,5.85,5.83,96.0,8.0,2.6385714285714283,3.0,0.09406231075471423,4.306666666666667,1,0,0
21.0,98165.0,0.67,25.0,10.0,7.31,0.74,0.94,6.0,4.27,5.78,6.14,5.36,70.38,95.09,0.59,0.65,0.15,0.39,0.62,0.79,9.95,11.0,372.0,1.72,0.0,1.0,399.36,5.0,6.27,3.82,2.73,23.46,7.59,1.19,2.38,27.0,4.0,1.9,31.0,0.08827403316547654,5.3500000000000005,1,0,0
43.0,39788.0,2.51,9.0,5.0,7.87,4.55,4.3,5.0,3.33,9.36,4.53,2.59,50.67,82.41,0.95,0.73,0.19,0.36,0.49,0.2,6.87,33.0,21.0,1.42,3.0,1.0,1618.0,6.0,6.7,4.8,7.09,30.1,12.85,6.31,2.14,50.0,6.0,2.774285714285714,0.6176470588235294,0.19533072409877633,5.896666666666666,1,0,0
45.0,128179.0,1.14,15.0,22.0,5.05,0.64,1.98,3.0,5.0,4.49,6.8,8.64,68.61,98.24,0.0,0.63,0.2,0.78,0.45,0.16,15.1,36.0,272.0,0.31,9.0,0.0,1249.75,8.0,7.39,7.29,3.9,29.61,5.46,0.85,6.7,69.0,5.0,2.971428571428571,7.351351351351352,0.20879117055106763,4.163333333333333,1,0,0
39.0,62315.0,3.64,28.0,3.0,7.4,6.48,8.5,8.0,3.61,9.12,5.52,10.0,83.56,86.0,3.38,0.19,0.35,0.34,0.28,0.44,4.94,32.0,418.0,0.67,1.0,0.0,103.78,4.0,3.0,7.88,4.51,15.13,6.25,0.29,1.8,31.0,4.0,3.3057142857142856,12.666666666666666,0.582399906816015,6.909999999999999,0,1,0
57.0,25245.0,9.53,20.0,10.0,7.73,0.43,1.12,6.0,2.22,6.01,6.76,6.79,53.69,55.83,6.53,0.26,0.14,0.33,0.79,0.55,11.82,3.0,102.0,0.66,9.0,1.0,69.56,0.0,4.89,4.8,5.6,22.17,19.07,2.35,3.05,67.0,6.0,8.495714285714286,25.5,0.49973778187006906,4.743333333333333,0,1,0
14.0,142381.0,6.31,5.0,23.0,6.0,0.41,1.15,9.0,5.19,6.78,5.15,3.54,71.59,78.19,4.41,0.43,0.31,0.15,0.55,0.12,11.26,6.0,489.0,1.12,0.0,0.0,738.59,6.0,4.74,8.03,6.59,20.6,8.46,3.4,4.37,10.0,2.0,6.115714285714285,69.85714285714286,0.7458627959973054,6.989999999999999,0,1,0
27.0,88869.0,5.67,24.0,24.0,8.23,0.79,2.78,4.0,4.9,8.99,2.68,6.72,83.09,62.62,3.41,0.59,0.46,0.47,0.12,0.68,2.38,39.0,252.0,3.4,6.0,1.0,171.5,0.0,6.28,5.27,6.68,25.37,7.08,7.17,3.98,26.0,9.0,4.39,6.3,0.8008473445130869,5.963333333333334,0,0,1
31.0,106016.0,1.68,11.0,18.0,8.61,6.68,1.17,5.0,1.34,5.81,8.6,7.77,76.51,63.81,2.57,0.56,0.28,0.13,0.1,0.36,2.32,6.0,291.0,0.4,10.0,1.0,645.71,1.0,4.21,5.59,3.69,21.28,2.9,5.53,5.75,91.0,9.0,1.5314285714285716,41.57142857142857,0.5793101450654672,4.05,0,1,0
43.0,88744.0,10.22,18.0,11.0,8.88,0.45,0.03,5.0,4.02,5.32,6.38,4.06,87.53,90.78,7.46,0.29,0.41,0.08,0.5,0.7,12.2,42.0,182.0,1.38,1.0,1.0,1765.48,7.0,6.28,8.64,7.43,26.09,11.76,3.32,7.64,86.0,6.0,9.042857142857143,4.232558139534884,0.8690475451490184,4.78,1,0,0
28.0,96760.0,3.53,12.0,20.0,8.33,0.49,4.0,10.0,4.51,4.33,8.86,6.51,69.06,64.46,2.43,0.4,0.05,0.34,0.53,0.21,2.31,47.0,64.0,3.21,6.0,0.0,284.67,9.0,7.8,0.02,7.38,24.05,5.78,6.16,0.09,9.0,6.0,2.851428571428571,1.3333333333333333,0.610726537936585,6.28,1,0,0
55.0,122617.0,3.08,29.0,20.0,6.44,0.35,3.85,4.0,7.17,6.8,3.52,3.97,71.18,77.15,3.77,0.39,0.16,0.57,0.25,0.51,8.02,31.0,255.0,1.64,8.0,0.0,416.52,8.0,7.49,3.48,3.41,21.14,6.3,5.15,6.72,60.0,2.0,3.345714285714286,7.96875,0.4888888112874903,5.989999999999999,0,1,0
27.0,69846.0,10.35,8.0,8.0,5.9,0.52,0.19,10.0,2.93,5.11,7.09,7.49,86.85,44.91,6.56,0.55,0.09,0.56,0.77,0.35,19.98,37.0,148.0,0.86,8.0,0.0,61.7,2.0,8.4,3.16,7.27,24.75,13.1,3.5,5.07,54.0,1.0,10.247142857142858,3.8947368421052633,0.7900762755666966,6.013333333333333,0,1,0
18.0,37654.0,0.58,38.0,10.0,5.79,1.31,1.47,1.0,5.11,2.02,4.88,6.26,70.74,72.1,0.68,0.78,0.38,0.46,0.73,0.45,6.57,13.0,486.0,0.35,5.0,0.0,807.48,9.0,7.19,7.13,7.4,26.98,8.17,6.49,8.46,82.0,5.0,1.352857142857143,34.714285714285715,0.07099142337926274,2.7100000000000004,1,0,0
26.0,134518.0,2.82,17.0,4.0,7.22,6.06,1.01,4.0,0.47,0.33,4.11,6.38,76.93,65.18,3.61,0.71,0.13,0.58,0.36,0.51,5.27,42.0,220.0,2.76,9.0,1.0,461.94,1.0,4.89,0.47,8.96,16.63,14.73,7.85,2.53,72.0,7.0,2.767142857142857,5.116279069767442,0.19144601551622434,1.5999999999999999,1,0,0
39.0,45160.0,5.96,10.0,20.0,4.56,0.6,2.35,1.0,5.98,4.82,6.23,6.33,85.21,90.41,3.26,0.44,0.5,0.37,0.4,0.28,5.08,2.0,60.0,0.32,8.0,1.0,265.67,10.0,7.01,2.33,4.1,25.77,7.68,6.71,2.78,37.0,10.0,4.982857142857143,20.0,0.7760415656195878,3.9333333333333336,1,0,0
50.0,11217.0,0.63,39.0,22.0,7.21,1.12,9.15,1.0,6.29,4.63,9.05,4.38,45.62,75.41,0.65,0.63,0.14,0.85,0.61,0.47,8.29,13.0,75.0,4.55,2.0,1.0,41.38,1.0,0.47,8.98,6.11,31.16,1.66,7.07,7.07,89.0,8.0,1.6342857142857141,5.357142857142857,0.37951784366394964,3.973333333333333,1,0,0
31.0,67394.0,5.07,3.0,11.0,5.87,0.86,1.12,2.0,5.52,6.37,7.7,0.56,75.23,67.82,4.77,0.35,0.23,0.23,0.16,0.32,9.51,37.0,25.0,2.7,10.0,0.0,370.11,5.0,6.89,3.73,8.24,22.63,9.68,3.7,4.47,2.0,1.0,4.9799999999999995,0.6578947368421053,0.523760276471046,4.63,0,1,0
49.0,10835.0,4.55,34.0,24.0,4.84,0.13,1.07,1.0,7.79,2.63,4.3,6.32,41.55,100.0,2.81,0.18,0.31,0.49,0.07,0.19,4.87,15.0,210.0,0.84,4.0,0.0,102.52,5.0,6.12,1.77,4.99,28.6,8.12,3.19,3.28,14.0,2.0,3.9457142857142857,13.125,0.5603447585782317,3.8066666666666666,1,0,0
55.0,11124.0,1.21,28.0,14.0,7.79,0.78,0.79,5.0,3.64,5.7,8.36,4.13,77.17,74.52,0.07,0.74,0.59,0.31,0.44,0.94,3.8,43.0,337.0,4.68,8.0,0.0,79.97,1.0,3.41,2.01,5.01,26.99,6.7,3.92,1.91,60.0,1.0,1.407142857142857,7.659090909090909,0.1805969879705988,4.78,0,1,0
16.0,94600.0,0.8,26.0,12.0,8.76,6.39,3.19,5.0,4.88,2.07,4.38,8.76,63.21,74.77,0.61,0.5,0.19,0.05,0.71,0.72,10.43,23.0,230.0,0.22,6.0,1.0,267.61,4.0,5.28,4.83,4.68,23.47,8.89,5.9,1.43,20.0,4.0,2.0614285714285714,9.583333333333334,0.08998874128360616,3.983333333333333,0,0,1
38.0,40774.0,3.21,3.0,18.0,9.46,6.08,0.77,10.0,5.74,6.5,3.23,3.67,60.48,69.83,1.98,0.3,0.17,0.64,0.2,0.55,5.92,48.0,268.0,5.8,3.0,1.0,95.77,9.0,2.97,3.68,4.74,23.6,13.88,5.53,5.48,61.0,1.0,3.1385714285714283,5.469387755102041,0.23126799486541824,7.413333333333334,1,0,0
21.0,129223.0,4.98,38.0,11.0,6.03,1.68,0.15,10.0,0.57,5.36,9.08,7.2,96.82,66.92,4.69,0.51,0.33,0.62,0.53,0.48,2.19,11.0,498.0,4.0,4.0,0.0,247.74,10.0,7.87,8.27,2.67,26.47,8.29,5.26,5.6,13.0,3.0,3.8700000000000006,41.5,0.6007236911069131,5.31,0,1,0
53.0,27822.0,1.16,1.0,10.0,9.52,3.31,5.11,4.0,2.92,4.96,5.27,5.1,82.68,37.4,0.0,0.62,0.3,0.21,0.59,0.13,9.01,47.0,151.0,2.47,10.0,0.0,1002.27,10.0,4.04,3.37,6.56,20.96,2.04,4.51,5.96,28.0,8.0,2.1157142857142857,3.1458333333333335,0.5686271722415821,3.9599999999999995,1,0,0
52.0,123014.0,4.27,36.0,18.0,6.42,0.65,2.16,6.0,5.06,4.71,9.79,7.07,52.88,63.0,3.38,0.79,0.37,0.68,0.37,0.44,6.38,8.0,164.0,2.61,4.0,0.0,337.21,9.0,3.08,9.45,4.36,27.02,7.41,5.5,8.07,1.0,10.0,3.961428571428571,18.22222222222222,0.5762482353241247,5.256666666666667,1,0,0
27.0,122308.0,1.78,34.0,19.0,6.01,1.06,0.54,7.0,7.22,1.25,7.1,9.0,35.2,60.01,1.17,0.68,0.47,0.42,0.82,0.82,2.86,44.0,446.0,1.99,9.0,0.0,97.19,1.0,4.23,0.73,7.84,23.82,5.73,7.73,0.12,76.0,3.0,1.68,9.911111111111111,0.31064567004438565,5.156666666666666,0,0,1
53.0,27484.0,4.29,20.0,1.0,6.67,4.17,3.25,7.0,4.55,6.37,8.07,4.45,59.32,92.56,5.74,0.18,0.01,0.19,0.46,0.36,2.57,45.0,417.0,3.35,8.0,1.0,177.52,0.0,7.69,5.81,4.52,22.96,5.88,5.01,5.47,90.0,6.0,3.4314285714285715,9.065217391304348,0.7295917126544706,5.973333333333334,0,1,0
49.0,56096.0,2.58,19.0,16.0,7.33,3.28,4.91,8.0,8.4,6.31,6.01,4.44,58.46,80.81,3.17,0.62,0.49,0.35,0.56,0.32,5.25,10.0,445.0,0.46,8.0,1.0,73.01,8.0,6.66,2.56,6.96,29.02,6.3,2.01,2.48,56.0,3.0,2.5928571428571425,40.45454545454545,0.4095237445200406,7.57,0,1,0
16.0,80868.0,6.14,15.0,24.0,5.5,0.44,3.03,2.0,0.01,6.27,8.43,7.06,80.08,57.0,2.57,0.78,0.12,0.51,0.42,0.01,4.01,32.0,97.0,1.18,8.0,1.0,355.84,1.0,1.41,7.28,5.02,27.44,11.29,6.79,1.24,49.0,3.0,4.958571428571429,2.9393939393939394,0.5438440616612877,2.76,0,1,0
38.0,80420.0,4.41,1.0,5.0,6.33,2.76,2.31,4.0,3.61,1.39,2.76,3.37,76.37,67.2,4.83,0.3,0.33,0.25,0.34,0.62,8.29,23.0,245.0,1.43,5.0,1.0,586.1,5.0,6.42,5.27,4.98,22.74,8.85,5.16,6.66,73.0,8.0,4.3342857142857145,10.208333333333334,0.4983050284401099,3.0,0,1,0
30.0,88676.0,0.98,8.0,20.0,6.3,0.41,0.08,2.0,3.7,5.84,6.5,9.11,85.41,89.6,0.7,0.51,0.49,0.67,0.38,0.35,7.94,14.0,200.0,2.7,5.0,1.0,803.32,9.0,3.57,2.34,7.18,18.36,2.14,1.89,3.61,2.0,1.0,1.8342857142857143,13.333333333333334,0.4579437112412564,3.8466666666666662,0,1,0
53.0,8707.0,1.93,24.0,0.0,9.57,0.92,0.25,8.0,3.54,4.83,4.96,3.6,87.92,44.5,2.46,0.53,0.08,0.25,0.7,0.91,10.73,35.0,9.0,2.01,7.0,0.0,845.4,10.0,6.72,5.64,8.37,15.32,6.75,7.03,5.6,72.0,3.0,2.911428571428572,0.25,0.28592588356653575,5.456666666666667,1,0,0
47.0,132322.0,3.32,30.0,14.0,7.28,0.6,1.97,5.0,4.29,3.56,3.33,1.35,82.37,80.41,3.56,0.83,0.36,0.2,0.56,0.1,5.53,36.0,111.0,5.08,4.0,0.0,404.53,1.0,6.59,8.1,6.18,25.78,7.62,2.4,3.18,50.0,9.0,3.1614285714285715,3.0,0.4356954808798581,4.283333333333333,0,1,0
53.0,54969.0,3.75,22.0,16.0,6.97,6.4,2.53,5.0,8.96,3.56,6.18,8.88,63.01,85.55,1.93,0.29,0.41,0.26,0.74,0.59,9.77,2.0,130.0,1.18,10.0,0.0,673.51,10.0,9.23,4.47,3.14,25.5,9.97,5.02,4.32,45.0,5.0,4.074285714285714,43.333333333333336,0.3761283474294536,5.840000000000001,0,1,0
53.0,18108.0,0.3,19.0,10.0,5.34,1.71,0.74,6.0,0.18,0.0,6.99,6.56,43.76,57.29,0.34,0.41,0.12,0.8,0.6,0.73,9.38,0.0,248.0,1.04,6.0,0.0,672.4,2.0,5.99,4.0,7.28,28.5,2.39,3.7,4.33,58.0,2.0,1.5542857142857145,248.0,0.1255229600322343,2.06,0,1,0
41.0,61827.0,1.91,4.0,16.0,4.53,0.06,0.3,1.0,5.41,7.19,6.86,6.07,86.22,91.79,1.93,0.76,0.14,0.09,0.52,0.39,9.19,18.0,18.0,4.18,5.0,1.0,1578.59,2.0,3.2,6.96,5.64,31.89,3.06,6.12,0.98,23.0,4.0,2.677142857142857,0.9473684210526315,0.6241828025546396,4.533333333333334,1,0,0
36.0,65857.0,10.0,18.0,16.0,6.71,4.7,0.68,5.0,0.27,4.28,8.81,6.34,65.0,52.29,8.01,0.52,0.48,0.52,0.26,0.46,2.84,1.0,280.0,1.53,2.0,1.0,1292.8,4.0,2.15,2.49,2.5,34.32,17.72,6.02,9.52,84.0,7.0,7.548571428571429,140.0,0.5643340539314868,3.1833333333333336,0,1,0
16.0,38790.0,2.02,24.0,19.0,5.7,1.59,0.67,8.0,8.61,5.1,7.74,2.15,56.74,73.0,0.96,0.46,0.58,0.1,0.59,0.19,0.78,34.0,23.0,0.81,4.0,0.0,442.12,9.0,6.88,4.21,5.92,21.46,4.51,2.83,4.24,25.0,6.0,1.554285714285714,0.6571428571428571,0.44789347053359857,7.236666666666667,1,0,0
33.0,118886.0,5.3,32.0,14.0,8.31,1.27,3.26,5.0,5.0,3.59,5.01,4.88,48.43,79.75,3.92,0.42,0.03,0.3,0.42,0.65,1.63,32.0,218.0,3.1,8.0,1.0,310.94,0.0,4.98,5.05,4.74,21.98,12.26,5.67,2.33,72.0,2.0,4.018571428571429,6.606060606060606,0.4323001278711152,4.53,0,1,0
51.0,11526.0,2.79,34.0,10.0,7.05,0.26,0.46,8.0,3.63,10.0,5.47,2.72,84.09,77.83,0.19,0.4,0.48,0.7,0.7,0.74,5.24,39.0,437.0,1.15,5.0,1.0,557.63,3.0,3.95,1.66,5.3,30.46,10.69,6.82,5.77,23.0,2.0,2.741428571428571,10.925,0.2609915565021931,7.21,1,0,0
19.0,48645.0,5.55,23.0,9.0,8.33,2.02,0.45,8.0,5.93,6.24,6.29,6.45,85.35,64.24,3.86,0.47,0.23,0.61,0.75,0.38,4.42,46.0,422.0,0.33,7.0,0.0,44.39,8.0,5.17,1.7,8.28,24.75,8.97,3.99,5.78,29.0,9.0,4.595714285714286,8.97872340425532,0.6187290280123714,6.723333333333334,1,0,0
35.0,39718.0,3.58,5.0,10.0,6.54,1.61,5.67,6.0,4.75,1.7,7.32,9.1,68.04,84.49,1.92,0.36,0.48,0.55,0.31,0.64,3.98,13.0,363.0,0.63,9.0,0.0,203.51,7.0,7.54,4.6,7.51,22.32,6.95,5.99,3.29,52.0,10.0,3.1257142857142854,25.928571428571427,0.5151078395528288,4.1499999999999995,1,0,0
52.0,44472.0,1.73,22.0,20.0,7.08,0.25,2.67,3.0,3.87,4.22,9.91,2.78,88.69,75.77,1.82,0.39,0.65,0.49,0.45,0.55,5.12,0.0,450.0,1.85,4.0,1.0,115.04,9.0,3.7,5.58,6.25,22.76,8.52,7.63,3.44,12.0,8.0,1.967142857142857,450.0,0.2030516193601386,3.6966666666666668,1,0,0
33.0,98193.0,4.08,19.0,7.0,8.98,0.54,0.71,7.0,5.97,6.54,6.42,2.99,69.6,88.49,2.57,0.15,0.41,0.86,0.1,0.08,9.1,12.0,9.0,0.87,8.0,0.0,605.64,10.0,3.32,3.57,8.78,27.76,5.1,0.79,0.78,74.0,6.0,4.214285714285714,0.6923076923076923,0.7999998431372857,6.503333333333333,1,0,0
13.0,110652.0,3.4,23.0,17.0,6.99,0.46,1.46,5.0,6.11,4.69,6.71,7.47,96.01,76.52,1.24,0.33,0.35,0.25,0.62,0.45,5.33,40.0,99.0,1.19,2.0,0.0,142.13,4.0,1.77,4.23,6.03,21.61,4.36,5.02,4.74,77.0,7.0,3.19,2.4146341463414633,0.7798163349045102,5.266666666666667,1,0,0
53.0,147834.0,5.53,31.0,22.0,6.69,1.71,1.4,2.0,6.14,2.93,3.74,6.33,78.32,87.88,3.26,0.79,0.13,0.39,0.46,0.29,9.97,22.0,472.0,2.81,8.0,1.0,67.12,7.0,3.99,5.52,4.99,22.76,7.55,8.25,7.12,54.0,9.0,5.3742857142857146,20.52173913043478,0.7324502341125518,3.69,0,1,0
37.0,41247.0,2.8,2.0,10.0,7.29,5.68,1.85,3.0,8.78,6.89,9.96,8.2,88.24,92.6,1.54,0.44,0.25,0.69,0.21,0.46,8.19,33.0,87.0,2.33,5.0,0.0,196.86,2.0,2.08,4.33,7.41,21.55,3.51,6.66,2.36,36.0,1.0,3.1699999999999995,2.5588235294117645,0.7977205704499799,6.223333333333333,0,1,0
43.0,136632.0,3.43,13.0,14.0,6.56,3.43,0.87,5.0,7.78,5.4,6.88,4.36,100.0,42.89,1.57,0.87,0.35,0.28,0.48,0.89,13.98,13.0,381.0,0.76,2.0,0.0,413.28,1.0,7.39,7.4,6.49,24.08,6.77,2.01,4.21,19.0,1.0,4.4471428571428575,27.214285714285715,0.5066468970979473,6.06,0,1,0
56.0,130999.0,8.18,1.0,2.0,6.95,3.85,5.56,8.0,3.57,5.48,7.15,3.65,50.78,43.77,5.55,0.87,0.49,0.54,0.66,0.94,4.83,14.0,171.0,3.35,4.0,0.0,101.02,5.0,4.58,8.85,2.4,21.19,11.37,4.77,4.57,49.0,10.0,6.532857142857142,11.4,0.7194370519404528,5.683333333333334,0,1,0
50.0,9865.0,4.7,16.0,13.0,5.44,1.44,0.91,4.0,0.05,6.29,6.78,6.35,64.04,54.94,3.12,0.49,0.36,0.15,0.23,0.46,2.77,24.0,57.0,1.69,3.0,1.0,1236.76,4.0,8.37,4.74,3.55,21.79,12.74,5.3,3.93,31.0,1.0,3.7528571428571427,2.28,0.3689167685308659,3.4466666666666668,0,1,0
57.0,114670.0,3.17,19.0,23.0,7.54,1.6,0.71,10.0,6.09,4.55,7.27,7.48,86.33,57.29,3.65,0.11,0.32,0.47,0.63,0.89,1.51,37.0,220.0,0.79,6.0,0.0,474.84,0.0,5.57,6.95,4.77,17.08,11.06,6.98,5.36,40.0,7.0,2.48,5.7894736842105265,0.28661841893142687,6.88,0,1,0
17.0,119082.0,5.5,16.0,18.0,7.91,0.13,0.07,4.0,4.68,4.68,5.93,5.4,36.91,57.19,2.47,0.84,0.45,0.39,0.8,0.57,6.83,19.0,144.0,4.79,5.0,1.0,17.24,6.0,3.86,4.75,4.58,27.09,7.55,3.21,0.65,43.0,7.0,4.904285714285714,7.2,0.7284767247050696,4.453333333333333,0,1,0
43.0,59336.0,4.54,2.0,14.0,7.64,1.65,0.61,10.0,3.51,5.69,6.85,9.63,64.53,85.84,3.1,0.48,0.45,0.53,0.64,0.65,9.05,43.0,38.0,1.97,6.0,0.0,2297.394500000001,8.0,4.7,1.32,10.0,30.49,4.74,4.98,4.39,15.0,8.0,4.535714285714286,0.8636363636363636,0.9578057051042815,6.3999999999999995,0,1,0
13.0,58884.0,2.33,34.0,10.0,7.85,1.01,2.14,2.0,8.64,5.51,3.95,5.12,77.84,27.48,0.0,0.73,0.4,0.24,0.82,0.79,17.65,30.0,30.0,1.9,3.0,0.0,953.37,4.0,0.54,4.96,6.72,21.21,5.63,8.7,4.41,66.0,2.0,4.185714285714285,0.967741935483871,0.41385427817863624,5.383333333333333,0,0,1
42.0,92279.0,4.55,13.0,10.0,6.23,0.27,7.24,6.0,2.81,10.0,4.99,7.74,68.34,51.42,2.35,0.59,0.19,0.24,0.68,0.13,3.37,22.0,399.0,2.66,3.0,0.0,777.65,0.0,6.71,6.36,10.0,19.43,7.96,3.04,6.12,13.0,3.0,3.7314285714285718,17.347826086956523,0.5716079683909587,6.2700000000000005,1,0,0
30.0,90706.0,1.35,8.0,9.0,7.52,0.47,1.15,5.0,5.73,6.55,6.65,4.06,56.6,88.15,1.37,0.55,0.17,0.26,0.64,0.8,14.3,27.0,36.0,3.69,3.0,0.0,202.53,3.0,2.55,3.46,6.48,31.34,9.54,4.26,5.52,97.0,9.0,3.007142857142857,1.2857142857142858,0.14150941912899173,5.760000000000001,1,0,0
20.0,20198.0,5.91,25.0,9.0,7.76,2.08,0.75,2.0,3.73,4.78,4.96,6.84,100.0,73.74,2.58,0.36,0.22,0.17,0.2,0.21,1.03,33.0,64.0,1.65,4.0,0.0,172.37,5.0,9.23,3.38,3.89,25.18,7.06,8.14,2.78,81.0,6.0,4.368571428571429,1.8823529411764706,0.8371103630155293,3.5033333333333334,1,0,0
